search_query,job_title,company_name,location,posting_date,job_url,years_exp_min,years_exp_max,career_level,education_level,salary,employment_type,job_categories,skills,job_description,job_requirements,scraped_at
Software Engineer,Scrum Master,Ibn Sina Pharma,"Cairo, EG",posted 23 days ago,https://wuzzuf.net/jobs/p/x700hqglgkjp-scrum-master-ibn-sina-pharma-cairo-egypt,3.0,7.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | Hybrid,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,Agile | Computer Science | Development | Information Technology (IT) | Management | Project | Project Management | Scrum | Software Development | Communication | Problem-solving | Leadership | Technical Proficiency | Software Development Lifecycle (SDLC) | Risk Management | Stakeholder Management,"Shape the Future of Agile at Our Cairo Hub!

We're seeking a dynamic Scrum Master to join our innovative team in Cairo, Egypt. This is your chance to be a pivotal player in a hybrid work environment, fostering collaboration and driving project success in a thriving IT/Software Development landscape.

About the Role:

As our Scrum Master, you'll be the driving force behind our Agile methodologies, ensuring seamless project execution and continuous improvement. You'll be at the heart of our development process, empowering teams to achieve their full potential.

Key Responsibilities:

Facilitate Scrum events, including sprint planning, daily scrums, sprint reviews, and sprint retrospectives.
Guide and coach the Scrum Team on Agile principles and practices.
Remove impediments and ensure the team is focused on achieving sprint goals.
Foster a collaborative and self-organizing team environment.
Work with product owners to refine and maintain the product backlog.
Track and communicate team progress, identifying areas for improvement.
Promote Agile best practices throughout the organization.

Why Join Us?

This is more than just a job; it's an opportunity to:

Make a Real Impact: Your contributions will directly influence the success of our projects and the growth of our team.
Grow Your Career: We're committed to your professional development, offering opportunities for training and advancement.
Be Part of a Great Team: Join a supportive and collaborative team of talented professionals.
Enjoy a Hybrid Work Model: Balance your work and personal life with our flexible hybrid work arrangement.

Location: Cairo, Egypt - Hybrid Workplace","Ready to Take Your Scrum Master Career to the Next Level?

We're looking for experienced professionals who are passionate about Agile and committed to driving team success. If you have the following qualifications, we encourage you to apply:

Experience: 3-7 years of experience as a Scrum Master or in a similar Agile leadership role.
Core Skills: Proven expertise in Agile and Scrum methodologies.
Technical Foundation: A solid understanding of Computer Science and Information Technology (IT) principles.
Essential Skills: Strong skills in Project Management, Communication, and Problem-solving.
Leadership Qualities: Demonstrated ability to lead and coach teams effectively.
Bonus Points: Experience with specific software development tools and technologies.",2026-04-16T00:47:40
Software Engineer,Middle IOS Developer.,Vertex Technologies,"Cairo, EG",posted 22 days ago,https://wuzzuf.net/jobs/p/ef43e4fsn81w-middle-ios-developer-vertex-technologies-cairo-egypt,3.0,3.0,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Full Time | On-site,IT/Software Development,iOS | Software Development | Swift | SwiftUI | Concurrency | OOP | Git | REST | MVVM,"We are an Egyptian technology company delivering international software projects in cooperation with the global NIX brand. Our office in Smart Village, at the heart of Cairo’s tech ecosystem, offers stability, transparent working conditions, strong engineering culture, and the opportunity to work on complex, large-scale solutions alongside experienced professionals.

What you'll be doing:
Developing and growing mobile applications: from the first lines of code to scaling production-ready solutions;
Collaborating closely with colleagues from different countries;
Continuously learning and keeping up with trends in the mobile development world.
What we offer:
Long-term career stability with a competitive salary paid in USD.
Conditions for steady career development.
Development supported by dedicated mentors and a variety of programs focused on expertise and innovation.
Private medical insurance provided after successful completion of the probationary period
A well-equipped and cozy office supports comfort and productivity across all project stages.
Welcoming atmosphere and a friendly corporate culture.","What we're looking for:
Solid knowledge of Swift, SwiftUI, and Concurrency;
At least 3 years of commercial in building and maintaining complex iOS applications;
Understanding of version control systems (Git);
Knowledge of OOP, SOLID, design patterns, algorithms, and data structures;
Experience with MVVM;
Experience integrating REST APIs;
Ability to write clean, readable code and easily navigate others' codebases;
Eagerness to learn, flexible thinking, and genuine curiosity about technology;
English skills at the upper-intermediate or higher level.
Will be a plus:
Any experience with cross-platform solutions (React Native, Flutter, Kotlin Multiplatform).",2026-04-16T00:47:46
Software Engineer,Middle React Native Developer,Vertex Technologies,"Cairo, EG",posted 22 days ago,https://wuzzuf.net/jobs/p/lq6aassi36mc-middle-react-native-developer-vertex-technologies-cairo-egypt,3.0,3.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | On-site,IT/Software Development,React Native | Software Development | JavaScript | Typescript | OOP | SOLID | REST | Redux,"We are an Egyptian technology company delivering international software projects in cooperation with the global NIX brand. Our office in Smart Village, at the heart of Cairo’s tech ecosystem, offers stability, transparent working conditions, strong engineering culture, and the opportunity to work on complex, large-scale solutions alongside experienced professionals.

What you'll be doing:
Developing and growing mobile applications: from the first lines of code to scaling production-ready solutions;
Collaborating closely with colleagues from different countries;
Continuously learning and keeping up with trends in the mobile development world.
What we offer:
Long-term career stability with a competitive salary paid in USD.
Conditions for steady career development.
Development supported by dedicated mentors and a variety of programs focused on expertise and innovation.
Private medical insurance provided after successful completion of the probationary period
A well-equipped and cozy office supports comfort and productivity across all project stages.
Welcoming atmosphere and a friendly corporate culture.","What we're looking for:
Solid knowledge of JavaScript and/or TypeScript;
At least 3 years of commercial experience with React Native and third-party library integration;
Understanding of version control systems (Git);
Knowledge of OOP, SOLID, design patterns, algorithms, and data structures;
Experience with Redux, MobX;
Experience integrating REST APIs;
Ability to write clean, readable code and easily navigate others' codebases;
Eagerness to learn, flexible thinking, and genuine curiosity about technology;
English skills at the upper-intermediate or higher level.
Will be a plus:
Experience with native development for Android and/or iOS.",2026-04-16T00:47:51
Software Engineer,Senior Presales Engineer – Dynamics 365 & Power Apps,Link Development,"Cairo, EG",posted 2 months ago,https://wuzzuf.net/jobs/p/jv3nchttuloz-senior-presales-engineer-dynamics-365-power-apps-link-development-cairo-egypt,4.0,6.0,Experienced (Non-Manager),Bachelor's Degree,Confidential,Full Time | Hybrid,IT/Software Development | Sales/Retail,Presales | Pre-Sales | CRM | Microsoft Office 365,"Lead and manage presales activities for Dynamics 365 Customer Engagement and Power Platform opportunities, ensuring a structured and strategic approach.
Provide timely and accurate responses to sales inquiries with clear technical guidance on Dynamics 365 and Power Platform capabilities.
Analyze customer requirements and design scalable, cost-effective Microsoft cloud-based solutions aligned with best practices.
Prepare high-quality proposals, solution blueprints, licensing recommendations, and presales documentation.
Conduct discovery workshops, scoping sessions, tailored demos, and technical presentations aligned with customer needs.
Collaborate closely with sales, architects, SMEs, delivery teams, and other stakeholders to validate feasibility and ensure smooth handover to implementation.
Research third-party add-ons and ISV solutions to build optimal end-to-end architectures.
Maintain alignment and transparency with stakeholders throughout the opportunity lifecycle.
Stay updated on Microsoft roadmap changes, licensing updates, and industry trends to continuously enhance presales effectiveness.","Technical Requirements
4–6 years of experience working with Microsoft Dynamics 365 Customer Engagement and Power Platform.
Proven experience in presales, solution design, or technical consulting.
Strong expertise in Dynamics 365 CE, Power Apps, Power Automate, and Dataverse.
Ability to interpret business requirements and translate them into functional and technical solutions.
Experience conducting discovery workshops and delivering compelling solution demos.
Strong proposal writing and documentation skills.
Good knowledge of industry trends such as digital transformation, AI, and service automation.
Fluent in English and Arabic (spoken and written).
Willingness to travel as required.
Personal & Interpersonal Requirements
Strong analytical and problem-solving skills.
Excellent communication, presentation, and storytelling abilities.
Ability to manage multiple opportunities and meet tight deadlines.
Strong customer engagement and relationship-building skills.
High level of ownership, accountability, and professionalism.
Collaborative team player with a growth mindset and commitment to continuous learning.",2026-04-16T00:48:09
Software Engineer,IT Specialist,"international Trade Office Group "" ITOG""","Alexandria, EG",posted 23 days ago,https://wuzzuf.net/jobs/p/oaxkjbaeytng-it-specialist-international-trade-office-group-itog-alexandria-egypt,2.0,4.0,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Full Time | On-site,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Technical Support | HelpDesk | Microsoft Certified IT Professional,"Network management and database administration, Knowledge of network protocols (routing/switching), firewalls, and troubleshooting both wired and wireless connectivity.
Installing and configuring computer hardware, software, systems, networks, printers and scanners
Monitoring and maintaining computer systems and networks
Providing technical support
Setting up accounts for new users
Repairing and replacing equipment as necessary",Experience : 2 to 4 years,2026-04-16T00:48:21
Software Engineer,SAP FICO Consultant,Cairoscan,"Giza, EG",posted 1 month ago,https://wuzzuf.net/jobs/p/d8fdfsn55yij-sap-fico-consultant-cairoscan-giza-egypt,3.0,3.0,Experienced (Non-Manager),Bachelor's Degree,Confidential,Full Time | On-site,IT/Software Development | Engineering - Telecom/Technology,ABAP | Accounting | Computer Science | ERP | Fi | Financial | Information Technology (IT) | Management | Integration | SAP | Mm | PP | SAP FICO,"Understanding the business requirement of the organization
Preparation of Blue print for implementing the project.
Implementation of the project.
Validate the reports requirements
Validate any changes in customize.
Provide training to end-user.
Sort out day to day queries of end users.
Enhancement of the SAP for end user based on requirement.","Least of 3 years of SAP experience in addition to at least 3 of the accompanying capacities: Accounts Payable, Accounts Receivable, Financial Accounting , Fixed Asset Accounting, Inter-company Accounting, Project System, Management Accounting.
Must be results-oriented.
Involvement with FI  integration focuses on other SAP-based ERP modules like MM, HR, PP, and PM.
Capacity to perform multiple tasks and deal with different expectations and undertakings simultaneously.",2026-04-16T00:48:26
Software Engineer,Senior Product Manager,Boca Pro,"Cairo, EG",posted 2 months ago,https://wuzzuf.net/jobs/p/p2ucvzmrwdqu-senior-product-manager-boca-pro-cairo-egypt,3.0,7.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | Hybrid,IT/Software Development,Product Management | Project Management | Linear | JIRA,"Define and execute product vision and roadmap aligned with company goals
Lead the product team to deliver company products from zero to production
Own the full product lifecycle from discovery to launch and iteration
Gather and prioritize product requirements based on customer needs and business impact
Write clear PRDs, user stories, and functional specifications
Work closely with engineering and design to deliver high-quality features on time
Conduct user research, competitor analysis, and market validation
Analyze product performance and define KPIs to measure success
Lead sprint planning, backlog prioritization, and release planning
Coordinate cross-functionally with marketing, sales, and operations
Continuously optimize product experience based on data and feedback","3+ years of experience in Product Management or similar role
Proven track record of building and launching products from zero to production
Experience leading or mentoring product team members
Strong analytical and problem-solving skills
Experience working in Agile/Scrum environments
Ability to translate business needs into clear product requirements
Strong communication and stakeholder management skills
Experience with product management tools (e.g., Jira, Notion, Trello, Linear)
Familiarity with product analytics tools (e.g., GA, Mixpanel, Amplitude)
Basic technical understanding of software development processes
Self-driven, detail-oriented, and able to work in fast-paced environments",2026-04-16T00:48:32
Software Engineer,ERP Implementer,Ultimate Solutions Egypt,"Giza, EG",posted 16 days ago,https://wuzzuf.net/jobs/p/lkhodocgnt0y-erp-implementer-ultimate-solutions-egypt-giza-egypt,1.0,2.0,Experienced (Non-Manager),Bachelor's Degree,Confidential,Full Time | On-site,IT/Software Development | Engineering - Telecom/Technology,ERP | Finance | Implementation | Information Technology (IT) | Configuration | Testing | Computer Science | business | Analysis | Training | IT | Troubleshooting | Human Resources (HR) | HR Systems | Accounting | Business Administration | Commerce | ERP Implementation | Oracle | SAP,"Job Summary:

We are looking for a Functional ERP Implementer with a strong background in Finance and Human Capital Management (HCM) to support the implementation, configuration, and continuous improvement of our enterprise ERP system.
The ideal candidate will have a solid understanding of financial workflows and HR operations and will act as the key liaison between end-users and the technical team to ensure the ERP platform effectively meets business needs.","Bachelor’s degree in Commerce, Accounting, Business Administration, or a related field.
Minimum of 1–2 years of experience in functional ERP implementation, especially in Finance and/or HCM modules.
Strong understanding of business processes in finance and human resources.
Familiarity with ERP systems (any platform such as SAP, Oracle, Microsoft Dynamics, etc.).
Excellent communication and stakeholder management skills.
Strong analytical skills and attention to detail.
Experience in preparing functional documentation, training materials, and user guides.
Ability to work collaboratively with cross-functional teams including technical, finance, and HR departments.",2026-04-16T00:48:37
Software Engineer,Junior AI Automation Specialist (WhatsApp & Business Automation) – Remote,Queens Wear,"Cairo, EG",posted 20 days ago,https://wuzzuf.net/jobs/p/jj8k4bk7jr6m-junior-ai-automation-specialist-whatsapp-business-automation-remote-queens-wear-cairo-egypt,4.0,15.0,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Full Time | Remote,Administration | IT/Software Development | Engineering - Telecom/Technology,Junior AI Automation Specialist | WhatsApp Business API | AI Workflow Specialist | AI Automation Specialist | Conversational AI Specialist | CRM Integration | Business Process Automation,"We are seeking an AI Automation Specialist to design and implement intelligent automation solutions for businesses, with a primary focus on WhatsApp-based automation systems.

This role combines technical execution with business impact, aiming to build scalable automation solutions that can be offered to clients as services, creating new revenue streams while improving internal efficiency.

Key Responsibilities
* Design and develop end-to-end automation workflows using tools such as n8n, Make, Zapier, or custom-built solutions
* Build and deploy WhatsApp automation systems, including chatbots, auto-replies, lead qualification flows, and customer support solutions
* Integrate AI models (LLMs, NLP, and others) into real-world business applications
* Develop AI-powered assistants for sales, marketing, and operations
* Implement and manage API integrations with CRMs, payment systems, and internal tools
* Analyze business processes and identify automation opportunities
* Optimize workflows for efficiency, scalability, and conversion performance
* Collaborate with the marketing team to create automation-based services for clients
* Document workflows and build reusable automation templates
What You’ll Work On
*WhatsApp automation use cases:
* Lead generation and qualification
* Customer support automation
* Appointment booking systems
* Sales funnels and follow-ups
*AI-powered workflows:
* Automated content generation
* Smart replies and conversational AI
* CRM automation and reporting.","-0-2 years of experience in automation and AI-driven workflows
* Hands-on experience with one of the automation tools (n8n, Make, Zapier, etc.)
* some knowledge working with REST APIs
* Good understanding of:
                          - Large Language Models (LLMs) 
                          - Prompt engineering
                          - AI system integration
* Experience with WhatsApp Business API (or similar messaging platforms) is highly preferred
* Strong analytical and problem-solving skills
* Ability to work in a remote environment

Nice to Have
* Familiarity with building chatbots for business use cases
* Familiarity with integrating CRM systems (e.g., HubSpot, Salesforce)
* Familiarity with marketing automation or sales funnels

Why This Role Matters
This role is key to:
* Launching AI automation services for external clients (new revenue stream)
* Building internal tools to enhance marketing and sales performance
* Reducing manual workload across operations

Ideal Candidate
* Business-oriented mindset (not just technical execution)
* Able to turn ideas into deployable, sellable solutions
* Understands user journeys, automation logic, and AI capabilities
* Comfortable working in fast-paced, startup-like environments",2026-04-16T00:48:42
Software Engineer,Middle Data Scientist,Vertex Technologies,"Cairo, EG",posted 13 days ago,https://wuzzuf.net/jobs/p/ytubatrtqqp2-middle-data-scientist-vertex-technologies-cairo-egypt,2.0,2.0,Experienced (Non-Manager),Bachelor's Degree,Confidential,Full Time | On-site,IT/Software Development,Data Analysis | Machine Learning | Statistical Modeling | Data Visualization | Big Data Technologies | Problem Solving | Communication | LLM orchestration tools | Databases | Data Science,"We are currently seeking a skilled and experienced Data Scientist to join our team. As a Data Scientist, you will be responsible for experiments with datasets searching for useful insights and features, maintaining data pipelines and training machine learning algorithms, and visualizing results.

 
Main goals and responsibilities:
Be a proactive team worker;
Collaborate with the team to implement new features to support the growing data needs;
Build, maintain, and deploy DS and ML pipelines, including data retrieval, preprocessing, feature engineering, training, and inferencing the models, analyzing and visualizing the results;
Build, maintain and deploy LLM-powered systems and agent pipelines, including prompt engineering, tool and API integration, memory and context management, inference orchestration, and evaluation of model outputs;
Share knowledge with other teams on various data science or project-related topics;
Collaborate with the team to decide on which tools and strategies to use within specific scenarios.
 

What We Offer:

Long-term career stability with a competitive salary paid in USD.
Conditions for steady career development.
Development supported by dedicated mentors and a variety of programs focused on expertise and innovation.
Private medical insurance provided after successful completion of the probationary period
A well-equipped and cozy office supports comfort and productivity across all project stages.
Welcoming atmosphere and a friendly corporate culture.","Required:
English level upper intermediate+;
Good mathematical and statistical background, tensor calculus;
Good knowledge of databases such as Postgres, MongoDB, and SQL;
Python language including practical experience with Scikit-learn, Numpy, Pandas, and Matplot libraries;
Experience with gradient boosting algorithms (XGBoost or LightGBM);
Familiarity with LLM orchestration tools (e.g., LangChain, LangGraph);
Experience using or integrating with cloud LLM APIs (e.g., OpenAI, Claude, Amazon Bedrock, Vertex AI);
Hands-on experience with Retrieval-Augmented Generation (RAG) pipelines and vector databases (e.g., pgvector, FAISS, Weaviate, Pinecone);
Practical experience with prompt engineering techniques, agentic tools and workflows;
At least 1 framework to build and train neural networks (TensorFlow/Keras, PyTorch), a good understanding of neural networks architectures, and how-tos;
Commercial experience with classic machine learning and deep learning, including NLP and CV models like Bert, Resnet;
Practical skills in building en-to-end ML training pipelines (data load, preprocess, train, inference), as well as GitHub / GitLab CI/CD flows;
Docker or Kubernetes platform;
Work experience as a Data Scientist more than 2 years.
Nice to have:
Hands-on experience with at least one major cloud platform (AWS, Azure, or GCP);
Ability to work with Spark, Airflow.",2026-04-16T00:48:47
Software Engineer,SAP PP Consultant,Arab Otsuka Nutraceuticals,"Cairo, EG",posted 1 month ago,https://wuzzuf.net/jobs/p/jliojm0lqs6m-sap-pp-consultant-arab-otsuka-nutraceuticals-cairo-egypt,1.0,3.0,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Full Time | On-site,IT/Software Development,Problem Solving | Communication | Time Management | SAP,"The role

The SAP PP/QM Consultant is responsible for the design, configuration, implementation, and support of SAP Production Planning (PP) and Quality Management (QM) modules. This role involves working closely with business stakeholders to understand their requirements, translating them into effective SAP solutions, and ensuring the smooth operation of production and quality processes. The consultant will also play a key role in system enhancements, troubleshooting, and providing expert advice on best practices.

Key responsibilities

Configure SAP PP modules, including master data (material master, bill of materials, routing, work centers), demand management, material requirements planning (MRP), production orders, and capacity planning.
Configure SAP QM modules, including quality planning, quality inspection, quality notifications, and quality certificates.
Design and implement production planning strategies to optimize manufacturing processes.
Implement inspection plans, sampling procedures, and quality control processes.
Configure and manage production versions, scheduling, and shop floor control.
Configure and manage quality master data, including inspection characteristics and catalogs.
Ensure the accuracy and integrity of system configurations and data.
Troubleshoot and resolve system issues and defects.
Provide support to end users.
Provide ongoing support for SAP PP and QM modules, including incident resolution and problem management.
Integrate PP with other SAP modules, such as MM, SD, and FI/CO.
Integrate QM with PP and MM for in-process and goods receipt inspections.","Bachelor's degree in Engineering, Computer Science, Business Administration, or a related field.
1 to 3 years of experience in SAP PP and QM configuration and implementation.
Strong understanding of manufacturing processes and quality management principles.
Hands-on experience with SAP PP and QM modules, including master data, MRP, production orders, inspection plans, and quality notifications.
Experience with SAP integration with other modules (MM, SD, FI/CO).
Excellent analytical and problem-solving skills.
SAP certification in PP and/or QM is highly desirable.
Ability to work independently and as part of a team.
Excellent command of English",2026-04-16T00:48:52
Software Engineer,"Full time Senior ASP Net Core, Blazor Developer",Sinmar Soft,"Cairo, EG",posted 2 months ago,https://wuzzuf.net/jobs/p/sl14rf0qtvmb-full-time-senior-asp-net-core-blazor-developer-sinmar-soft-cairo-egypt,4.0,10.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | On-site,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,blazor | MVC | ASP.NET Core | c#.net | ASP.net MVC 5,"working from office only (El Nozha El Gdeda / Cairo).
Develop and maintain medium-to-large scale applications.
Build modules and add new features to currently ongoing projects.
Convert UI/UX designs wireframes to actual code that will produce visual elements of the application.
Debug, Test, Deploy and Maintain applications.
Analyzing system requirements and delegating development tasks.
Creating SQL Server database tables and stored procedures.","We are looking for Senior Full Stack .NET Developers with team leading mentality in Nasr City branch on a full-time working base
Bachelor’s Degree in Computer Science or a related area preferred or work equivalent.
4+ years of experience as a full stack .NET developer.
Proficiency with server-side languages such as C#, .NET framework and .NET Core, ASP.NET MVC 3/4/5, ADO.NET, Entity Framework, LINQ.
Excellent Experience in ASP .NET core, MVC, Entity Framework, REST APIs.
Able to write a clean/high-quality code.
Ability to complete all phases of the software development life cycle including analysis, design, implementation, testing, and support
Good knowledge in custom ERP systems design and implementation.
Excellent Experience in Object-oriented Design and Programming.
Excellent Experience in Web services and web APIs.
Excellent Experience in Blazor , JavaScript.
Excellent Experience in implementing multi-threading code and asynchronous operations.
Excellent Experience in MS SQL Server databases.
Good knowledge in Real time App (WebSocket – signal R).",2026-04-16T00:48:57
Software Engineer,IT Help Desk Specialist,Global Contracting & Steel Structure,"Cairo, EG",posted 10 days ago,https://wuzzuf.net/jobs/p/5e7paut4ghb3-it-help-desk-specialist-global-contracting-steel-structure-cairo-egypt,2.0,5.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | On-site,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Technology,"Provide first-level technical support for hardware, software, and network issues
Respond to user inquiries via phone, email, or ticketing system
Install, configure, and maintain computers, printers, and other IT equipment
Troubleshoot system and network problems, diagnosing and solving faults
Escalate unresolved issues to higher-level support teams
Maintain records of issues and solutions in the help desk system
Support users with Microsoft Office, email, and operating systems
Ensure security and privacy of networks and systems
Assist in onboarding new employees (setup accounts, devices, access)","Bachelor’s degree in Information Technology, Computer Science, or related field
2–5 years of experience in IT support or help desk
Strong knowledge of Windows OS and basic networking
Familiarity with Active Directory and ticketing systems
Good problem-solving and communication skills
Ability to work under pressure and handle multiple tasks",2026-04-16T00:49:03
Software Engineer,SAP Manager,Ability with Innovation,"Basrah, IQ",posted 1 month ago,https://wuzzuf.net/jobs/p/ygwnqsv5tfgf-sap-manager-ability-with-innovation-basrah-iraq,5.0,10.0,Manager,Bachelor's Degree,3000000 to 8000000 IQD Per Month,Full Time | On-site,IT/Software Development | Operations/Management,SAP | Project Management | Finance,"Position Summary

The SAP Program Manager is accountable for governing and delivering the Group’s SAP S/4HANA program across multiple legal entities. The role ensures reliable day-to-day operations and service continuity, while planning and executing structured rollouts, enhancements, and process standardization initiatives. The SAP Program Manager provides executive-level governance, enforces disciplined scope and change control, and manages vendor performance under the SAP Partner maintenance agreement to achieve measurable outcomes in stability, adoption, compliance, and business value.

Key Responsibilities

Establish and maintain program governance, including steering committee cadence, executive reporting, decision logging, escalation pathways, and integrated program planning across all SAP workstreams.
Own and maintain the SAP roadmap, release strategy, and prioritization model aligned to Group objectives, operational constraints, resource capacity, and risk appetite.
Lead end-to-end delivery of SAP initiatives, including demand intake, requirements governance, solution alignment, dependency management, testing strategy, cutover planning, go-live readiness, and stabilization.
Drive a template-first approach across legal entities where appropriate, ensuring process harmonization while managing justified entity-specific requirements through a controlled exception process.
Implement and enforce robust scope management and formal change control to prevent uncontrolled demand, ensure predictable delivery, and protect operational stability.
Define and enforce the SAP run model and service management practices (incident, problem, change, and release management), ensuring clear ownership, measurable service levels, and continuous improvement in service quality.
Oversee production stability and operational excellence, including recurring issue elimination, root-cause governance, regression prevention, and sustained reduction in critical incidents.
Coordinate closely with infrastructure, security, and SAP Basis stakeholders to ensure appropriate governance over on-premise operations, including availability and performance oversight, patching coordination, backup and disaster recovery readiness, and capacity planning.
Act as the accountable owner for the SAP Partner relationship, including SLA/KPI definition, ticket governance, escalation management, deliverable acceptance, and structured service review cadence with documented actions and outcomes.
Ensure commercial discipline and cost control by correctly classifying work (maintenance vs change), validating estimates and scope, obtaining approvals, and managing change orders to prevent unmanaged scope and hidden costs.
Ensure high-quality documentation and knowledge transfer, including operating procedures, runbooks, support guides, and solution documentation sufficient to reduce critical dependencies on external parties over time.
Serve as the primary interface between executive leadership, entity management, business process owners, internal SAP resources, and the SAP Partner, facilitating timely decisions and aligning stakeholders around clear priorities.
Drive business readiness and adoption through structured communications, key-user engagement, training planning, UAT governance, and readiness sign-offs, ensuring sustained utilization and process compliance.
Support audit and compliance expectations by enforcing access governance principles, segregation of duties controls, traceable change documentation, and appropriate approvals in collaboration with Finance, Internal Audit, and security stakeholders.
Provide planning and coordination for internal SAP resources, ensuring role clarity (RACI), workload balance, cross-training, and standards for “how the Group delivers and runs SAP.”","Required Qualifications

Bachelor’s degree in Information Systems, Computer Science, Engineering, Business Administration, or equivalent.
Demonstrated experience managing enterprise SAP programs (S/4HANA preferred), including multi-entity governance and delivery.
Proven vendor and contract management experience, including maintenance/AMS agreements, SLAs, service reviews, and escalation management.
Working knowledge of on-premise SAP operational dependencies across infrastructure, security, and Basis functions (hands-on Basis not required).
Strong leadership, stakeholder management, and executive communication skills.",2026-04-16T00:49:09
Software Developer,Full Stack Software Developer,Modupay,"Sharqia, EG",posted 9 days ago,https://wuzzuf.net/jobs/p/koykvcv0ier7-full-stack-software-developer-modupay-sharqia-egypt,1.0,3.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | On-site,IT/Software Development | Engineering - Telecom/Technology | Engineering - Other,Angular | Computer Science | Information Technology (IT) | Programming | Software | Software Development | JavaScript | HTML | CSS | Node.js | RESTful APIs | Database Management | SQL | Git | Problem Solving,"Are you a passionate and skilled Full Stack Software Developer looking to make a significant impact? We're on the hunt for a brilliant mind to join our dynamic team in Sharqia, Egypt. This is an exciting on-site opportunity for an experienced professional to push the boundaries of technology and build innovative solutions from concept to deployment. If you thrive in a collaborative environment and are eager to contribute to groundbreaking projects, your journey starts here!

Overview: As an Full Stack Software Developer, you will be at the heart of our product development cycle, designing, developing, and deploying robust applications. You'll work across the entire software stack, bringing creative ideas to life and ensuring seamless user experiences. This role offers the chance to grow your expertise while contributing to critical systems in the IT and Engineering sectors.
Responsibilities:
Design and develop scalable and high-performance web applications using modern full-stack technologies.
Collaborate closely with product managers, UI/UX designers, and fellow engineers to define, design, and ship new features.
Write clean, maintainable, and efficient code for both front-end (Angular, JavaScript, HTML, CSS) and back-end (Node.js, database interactions).
Implement and consume RESTful APIs to integrate various system components.
Ensure the performance, quality, and responsiveness of applications.
Participate in code reviews to maintain code quality and share knowledge.
Troubleshoot, debug, and upgrade existing software to optimize functionality and security.
Contribute to architectural discussions and technological decision-making.
Skills & Technologies: You will leverage your expertise in a powerful array of technologies including Angular, JavaScript, HTML, CSS, and modern web development practices. Experience with Node.js for backend development, proficiency in designing and implementing RESTful APIs, and strong command of SQL for database management are crucial. A solid foundation in Computer Science principles, Software Development methodologies, and version control with Git is essential. Your adept Problem-Solving skills will be key to success.
Growth Opportunities: We are committed to your professional development. You'll have access to continuous learning resources, mentorship from senior engineers, and clear pathways for career advancement within our growing organization. We encourage innovation and provide opportunities to explore new technologies and take on leadership roles.
Team & Culture: Join a vibrant and supportive team that values open communication, collaboration, and a passion for technology. We foster an environment where ideas are welcomed, challenges are met with collective effort, and success is celebrated together. Our on-site setting in Sharqia, Egypt, promotes strong teamwork and a shared sense of purpose.
Impact: Your work will directly shape the future of our products, delivering cutting-edge solutions that empower our users and drive business success. You'll contribute to projects that span diverse engineering and IT domains, making a tangible difference in the technological landscape.","Required Skills:
Exceptional proficiency in Angular, JavaScript, HTML, and CSS.
Strong command of Node.js for robust backend development.
Proven experience in designing, developing, and consuming RESTful APIs.
Expertise in SQL and Database Management.
Solid understanding of Computer Science fundamentals and Software Development best practices.
Proficiency with version control systems, particularly Git.
Excellent Problem Solving and analytical abilities.
A passion for continuous learning and embracing new technologies.
Experience Requirements: We are seeking candidates with a minimum of 1-3 years of hands-on experience in full-stack software development. Your portfolio should demonstrate your ability to deliver high-quality, scalable web applications.
Education & Background: A strong academic foundation in Computer Science, Information Technology, or a related engineering field is highly valued, or equivalent practical experience that showcases exceptional programming capabilities.
Career Level Expectations: This role is perfectly suited for an Experienced professional eager to make a significant impact, contribute to complex projects, and further develop their career in a challenging yet rewarding environment.",2026-04-16T00:49:41
